mondo_id,label,pubmed_total_count,ct_active_trials,ct_total_enrollment_target,wiki_annual_pv,wiki_lang_count,google_result_count
MONDO:0008287,Greig cephalopolysyndactyly syndrome,116,2,120,11302,8,0
MONDO:0008288,popliteal cyst,1186,0,0,124275,25,0
MONDO:0008289,brain small vessel disease 1 with or without ocular anomalies,19904,6,55405,4808,5,0
MONDO:0008290,"porokeratosis 1, Mibelli type",9,0,0,20160,7,0
MONDO:0008291,porokeratosis plantaris palmaris et disseminata,1492,0,0,25590,8,0
MONDO:0008292,punctate palmoplantar keratoderma type 2,12,0,0,25590,8,0
MONDO:0008293,"porokeratosis 3, disseminated superficial actinic type",6,0,0,91395,9,0
MONDO:0008294,acute intermittent porphyria,2487,3,1700,88412,12,0
MONDO:0008295,sporadic porphyria cutanea tarda,69,0,0,54660,11,0
MONDO:0008296,familial porphyria cutanea tarda,230,0,0,54660,11,0
MONDO:0008297,variegate porphyria,470,1,1500,23867,8,0
MONDO:0008298,postaxial tetramelic oligodactyly,1,0,0,2991,4,0
MONDO:0008299,posterior column ataxia,35,2,20001,967,1,0
MONDO:0008300,Prader-Willi syndrome,4974,25,48030,525679,41,0
MONDO:0008301,Guttmacher syndrome,47,0,0,2311,2,0
MONDO:0008302,central precocious puberty 1,3246,5,20030,324022,22,0
MONDO:0008303,familial male-limited precocious puberty,129,1,3000,324022,22,0
MONDO:0008304,premature chromatid separation trait,7,0,0,18275,3,0
MONDO:0008305,Currarino triad,163,0,0,15807,9,0
MONDO:0008306,ABri amyloidosis,25,0,0,596875,49,0
MONDO:0008307,"presenile dementia, Kraepelin type",7,0,0,1218293,131,0
MONDO:0008308,"priapism, familial idiopathic",2,5,3334,12956,1,0
MONDO:0008309,primary release disorder of platelets,755,78,70603,216399,85,0
MONDO:0008310,Hutchinson-Gilford progeria syndrome,2769,2,580,321119,56,0
MONDO:0008311,progeria-short stature-pigmented nevi syndrome,7,1,20000,26339,6,0
MONDO:0008312,autosomal dominant prognathism,58,0,0,303988,22,0
MONDO:0008313,"pelvic organ prolapse, susceptibility to",99,1,60,19611,5,0
MONDO:0008314,"pronation-supination of the forearm, impairment of",30,10,464,48025,5,0
MONDO:0008315,prostate cancer,238633,1000,2752839,548974,80,0
MONDO:0008316,"thrombophilia due to protein C deficiency, autosomal dominant",28,0,0,19664,6,0
MONDO:0008317,proteolytic capacity of plasma,357,5,1530,909153,110,0
MONDO:0008318,Proteus syndrome,928,3,1677,323946,29,0
MONDO:0008319,"protoporphyria, erythropoietic, 1",363,2,280,44176,9,0
MONDO:0008320,Protrusio acetabuli,268,3,345,14065,7,0
MONDO:0008321,"pruritus, hereditary localized",3,4,1132,62222,5,0
MONDO:0008322,pseudoachondroplasia,293,0,0,17539,9,0
MONDO:0008323,Liddle syndrome,662,2,65000,31848,16,0
MONDO:0008324,pseudoarthrogryposis,1,0,0,0,0,0
MONDO:0008325,Pseudoatrophoderma colli,5,0,0,0,0,0
MONDO:0008327,exfoliation syndrome,2836,627,590691,21675,8,0
MONDO:0008328,"glaucoma 1, open angle, P",16,0,0,622642,89,0
MONDO:0008329,autosomal dominant pseudohypoaldosteronism type 1,107,1,35000,15617,10,0
MONDO:0008330,pseudomonilethrix,16,0,0,19736,2,0
MONDO:0008332,platelet-type von Willebrand disease,81,20,55300,118535,30,0
MONDO:0008333,"pseudoxanthoma elasticum, forme fruste",2309,0,0,6632,4,0
MONDO:0008334,"psoriasis 1, susceptibility to",1353,4,222,1161259,81,0
MONDO:0008335,short stature-craniofacial anomalies-genital hypoplasia syndrome,8693,0,0,47874,18,0
MONDO:0008336,"pterygium colli, isolated",2,0,0,11975,1,0
MONDO:0008337,familial pterygium of the conjunctiva,42,0,0,65613,29,0
MONDO:0008338,"contractures, pterygia, and spondylocarpotarsal fusion syndrome 1A",6,136,125625,4289,7,0
MONDO:0008339,antecubital pterygium syndrome,15,0,0,11975,1,0
MONDO:0008340,congenital ptosis,3653,18,42470,239975,37,0
MONDO:0008341,ptosis-strabismus-ectopic pupils syndrome,2603,0,0,11975,1,0
MONDO:0008342,pubic bone dysplasia,134,0,0,405805,20,0
MONDO:0008343,pulmonary atresia with ventricular septal defect,518,5,10256,3530,1,0
MONDO:0008344,"pulmonary edema of mountaineers, susceptibility to",302,0,0,113323,16,0
MONDO:0008346,pulmonary hemosiderosis,1269,2,94,24969,16,0
MONDO:0008348,pulmonary nodular lymphoid hyperplasia,99,0,0,91395,9,0
MONDO:0008349,"pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities",1,0,0,0,0,0
MONDO:0008350,pulmonic stenosis and deafness,80,0,0,11975,1,0
MONDO:0008352,"pupillary membrane, persistence of",29,0,0,18742,10,0
MONDO:0008353,pruritic urticarial papules and plaques of pregnancy,134,0,0,50280,10,0
MONDO:0008354,purpura simplex,33,0,0,146170,30,0
MONDO:0008355,"pyloric stenosis, infantile hypertrophic, 1",1951,1,8000,135222,25,0
MONDO:0008356,"radial heads, posterior dislocation of",18,1,225,68268,23,0
MONDO:0008357,radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome,1,0,0,1664,1,0
MONDO:0008358,radial ray hypoplasia-choanal atresia syndrome,171,0,0,6362,1,0
MONDO:0008359,radio-renal syndrome,1,0,0,623,1,0
MONDO:0008361,"radius, aplasia of, with cleft lip/palate",25,0,0,19492,10,0
MONDO:0008362,ragweed sensitivity,23,3,450,1523,13,0
MONDO:0008363,raindrop hypopigmentation,2,0,0,0,0,0
MONDO:0008364,Raynaud disease,10164,14,10325,791472,45,0
MONDO:0008365,recombinant 8 syndrome,13,25,3548,398856,21,0
MONDO:0008366,red cell permeability defect,353,2,130,361751,109,0
MONDO:0008367,red cell phospholipid defect with hemolysis,60,0,0,361751,109,0
MONDO:0008368,autosomal dominant distal renal tubular acidosis,4871,1,35000,14462,8,0
MONDO:0008369,proximal renal tubular acidosis,4871,1,35000,54080,22,0
MONDO:0008371,Dowling-Degos disease,261,1,50,4025,5,0
MONDO:0008372,retinal aplasia,8,3,51500,17641,18,0
MONDO:0008373,retinal arterial tortuosity,62,4,900,64710,25,0
MONDO:0008374,retinal cone dystrophy type 1,6,2,424,16125,9,0
MONDO:0008375,retinal detachment,35661,69,20030527,138743,36,0
MONDO:0008376,retinal venous beading,66,1,120,104338,41,0
MONDO:0008377,retinitis pigmentosa 1,59,41,72522,229419,36,0
MONDO:0008378,retinitis pigmentosa 9,2010,2,100,229419,36,0
MONDO:0008379,retinitis pigmentosa 10,8,10,23127,229419,36,0
MONDO:0008380,retinoblastoma,26194,39,52889,133889,36,0
MONDO:0008381,dominant pericentral pigmentary retinopathy,20,0,0,0,0,0
MONDO:0008382,"retinoschisis, autosomal dominant",22,0,0,229419,36,0
MONDO:0008383,rheumatoid arthritis,186291,425,760619,680144,66,0
MONDO:0008384,rheumatoid nodulosis,1430,0,0,3093,1,0
MONDO:0008385,rhiny,1,0,0,969,1,0
MONDO:0008386,Axenfeld-Rieger syndrome type 1,376,1,20000,20728,8,0
MONDO:0008387,ring dermoid of cornea,3,0,0,6410,2,0
MONDO:0008388,ringed hair disease,46,0,0,8117,4,0
MONDO:0008389,autosomal dominant Robinow syndrome,216,0,0,21675,8,0
MONDO:0008390,Rombo syndrome,12,0,0,3462,2,0
MONDO:0008391,Robinow-Sorauf syndrome,6,0,0,15788,10,0
MONDO:0008392,Roussy-Levy syndrome,6565,159,118445,72628,7,0
MONDO:0008393,Rubinstein-Taybi syndrome due to CREBBP mutations,200,0,0,82895,20,0
MONDO:0008394,Silver-Russell syndrome,964,3,22020,76484,17,0
MONDO:0008395,Ruvalcaba syndrome,172,0,0,11119,9,0
MONDO:0008396,"oculodental syndrome, Rutherfurd type",0,0,0,5621,1,0
MONDO:0008397,aplasia of lacrimal and salivary glands,17,0,0,3090,3,0
MONDO:0008398,"salivary substance, Clostridium botulinum type",0,0,0,627262,55,0
MONDO:0008399,"sarcoidosis, susceptibility to, 1",382,70,83868,824590,57,0
MONDO:0008400,salivary duct calculi,1282,0,0,46865,18,0
MONDO:0008401,pleomorphic adenoma,7572,5,1272,37319,10,0
MONDO:0008402,cleft palate-large ears-small head syndrome,34,0,0,240658,50,0
MONDO:0008403,scalp defects-postaxial polydactyly syndrome,0,0,0,636,1,0
MONDO:0008404,scalp-ear-nipple syndrome,24,0,0,6482,3,0
MONDO:0008407,"neurogenic scapuloperoneal syndrome, Kaeser type",1,0,0,6410,2,0
MONDO:0008408,"scapuloperoneal spinal muscular atrophy, autosomal dominant",211,0,0,10007,6,0
MONDO:0008409,"congenital myopathy 7A, myosin storage, autosomal dominant",947,0,0,12425,7,0
MONDO:0008410,Scheuermann disease,1103,4,21176,156943,20,0
MONDO:0008411,ulnar-mammary syndrome,96,1,46,4081,3,0
MONDO:0008412,intestinal schistosomiasis,13742,2,10250,50834,25,0
MONDO:0008414,schizophrenia 1,61175,350,334974,1898779,106,0
MONDO:0008416,palmoplantar keratoderma-sclerodactyly syndrome,16,0,0,25590,8,0
MONDO:0008417,"sclerocornea, autosomal dominant",10,0,0,4482,3,0
MONDO:0008418,"scleroderma, familial progressive",163,4,23800,97866,19,0
MONDO:0008419,"scoliosis, isolated, susceptibility to, 1",9,69,94677,4970,6,0
MONDO:0008420,seborrheic keratosis,2205,3,150,322004,20,0
MONDO:0008421,flat face-microstomia-ear anomaly syndrome,704,0,0,0,0,0
MONDO:0008422,autosomal dominant sideroblastic anemia,3,1,20,658043,54,0
MONDO:0008423,sinus node disease and myopia,1,0,0,45813,8,0
MONDO:0008424,"sella turcica, bridged",7,0,0,504948,90,0
MONDO:0008425,"omphalocele syndrome, Shprintzen-Goldberg type",2,0,0,0,0,0
MONDO:0008426,Shprintzen-Goldberg syndrome,98,0,0,8616,8,0
MONDO:0008427,"sister chromatid exchange, frequency of",3216,0,0,5323,10,0
MONDO:0008428,septooptic dysplasia,653,1,39,57009,11,0
MONDO:0008429,Singleton-Merten dysplasia,11,0,0,2780,1,0
MONDO:0008430,skeletal dysplasia with delayed epiphyseal and carpal bone ossification,4,0,0,2315,1,0
MONDO:0008433,small cell lung carcinoma,116130,1000,487660,142865,20,0
MONDO:0008434,Smith-Magenis syndrome,621,4,1250,43467,17,0
MONDO:0008435,"Somatomedin, embryonic",4123,0,0,77383,34,0
MONDO:0008436,Sneddon syndrome,504,2,1499,13845,6,0
MONDO:0008437,hereditary spastic paraplegia 3A,26,2,900,51238,15,0
MONDO:0008438,hereditary spastic paraplegia 4,806,15,5182,51238,15,0
MONDO:0008439,spastic paraplegia-epilepsy-intellectual disability syndrome,1005,2,1011,51238,15,0
MONDO:0008440,spastic paraplegia-nephritis-deafness syndrome,4952,0,0,51238,15,0
MONDO:0008441,spastic paraplegia with associated extrapyramidal signs,19,0,0,1636191,76,0
MONDO:0008442,spastic paraplegia-neuropathy-poikiloderma syndrome,4952,0,0,51238,15,0
MONDO:0008443,spastic paraplegia-precocious puberty syndrome,13,0,0,51238,15,0
MONDO:0008444,"spastic paraplegia, optic atrophy, and dementia",5,1,300,51238,15,0
MONDO:0008445,delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,0,0,0,8692,1,0
MONDO:0008446,sperm protamine P4,1,0,0,0,0,0
MONDO:0008447,hereditary spherocytosis type 1,263,0,0,50947,19,0
MONDO:0008449,spina bifida,14312,26,3489,593339,44,0
MONDO:0008450,spinal arachnoiditis,272,2,218,43572,17,0
MONDO:0008451,"neuronopathy, distal hereditary motor, autosomal dominant 1",2,0,0,6737,1,0
MONDO:0008452,"spinal muscular atrophy, facioscapulohumeral type",32,5,518,71005,15,0
MONDO:0008453,"adult-onset proximal spinal muscular atrophy, autosomal dominant",11,0,0,10007,6,0
MONDO:0008454,spinal intradural arachnoid cysts,77,0,0,50895,15,0
MONDO:0008455,"spinal muscular atrophy, segmental",2,1,30,10007,6,0
MONDO:0008456,spinocerebellar ataxia with rigidity and peripheral neuropathy,5,0,0,1717,2,0
MONDO:0008457,spinocerebellar ataxia type 6,9260,15,22062,8754,5,0
MONDO:0008458,spinocerebellar ataxia type 2,9271,18,22447,88158,24,0
MONDO:0008459,spinocerebellar atrophy with pupillary paralysis,1,0,0,12581,3,0
MONDO:0008460,splenogonadal fusion-limb defects-micrognathia syndrome,4,0,0,1386,2,0
MONDO:0008461,splenomegaly syndrome with splenic Germinal center hypoplasia and reduced circulating T helper cells,1,0,0,66297,20,0
MONDO:0008462,split lower lip,308,3,75,108206,15,0
MONDO:0008463,split-hand and split-foot with hypodontia,4,0,0,108206,15,0
MONDO:0008464,split hand-foot malformation 1,881,1,20,102309,19,0
MONDO:0008465,Patterson-Stevenson-Fontaine syndrome,13,1,83,12157,3,0
MONDO:0008466,Karsch-Neugebauer syndrome,4,0,0,102309,19,0
MONDO:0008467,Czeizel-Losonci syndrome,2,0,0,11200,1,0
MONDO:0008468,"spondyloarthropathy, susceptibility to, 2",783,2,100,68959,21,0
MONDO:0008469,spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,93,0,0,6410,2,0
MONDO:0008470,spondyloepiphyseal dysplasia with punctate corneal dystrophy,1,0,0,6410,2,0
MONDO:0008471,spondyloepiphyseal dysplasia congenita,178,0,0,192783,9,0
MONDO:0008472,"spondyloepiphyseal dysplasia, MacDermot type",2,0,0,0,0,0
MONDO:0008473,"spondyloepimetaphyseal dysplasia, Maroteaux type",6,0,0,458554,41,0
MONDO:0008474,"spondyloepiphyseal dysplasia tarda, autosomal dominant",1,0,0,192783,9,0
MONDO:0008475,spondylolisthesis,8953,42,15337,262203,22,0
MONDO:0008476,"spondyloepimetaphyseal dysplasia, Strudwick type",27,1,60,3334,4,0
MONDO:0008477,"spondylometaphyseal dysplasia, Kozlowski type",20,0,0,2488,2,0
MONDO:0008478,"spondylometaphyseal dysplasia, Schmidt type",3,0,0,9034,1,0
MONDO:0008479,"spondylometaphyseal dysplasia, 'corner fracture' type",7,0,0,9034,1,0
MONDO:0008481,"spondylosis, cervical",13073,16,2253,233032,26,0
MONDO:0008482,Sprengel deformity,163,0,0,32593,9,0
MONDO:0008483,"stuttering, familial persistent, 1",5769,0,0,331945,61,0
MONDO:0008484,stapes ankylosis with broad thumbs and toes,40,0,0,14846,11,0
MONDO:0008485,sebocystomatosis,317,0,0,227393,5,0
MONDO:0008486,steatocystoma multiplex-natal teeth syndrome,4,0,0,10137,9,0
MONDO:0008487,polycystic ovary syndrome,27681,126,613840,1145987,56,0
MONDO:0008488,holoprosencephaly-radial heart renal anomalies syndrome,1238,0,0,9217,12,0
MONDO:0008489,"sternum, premature obliteration of sutures of",2,0,0,0,0,0
MONDO:0008490,"otospondylomegaepiphyseal dysplasia, autosomal dominant",5,0,0,48794,12,0
MONDO:0008491,stiff-person syndrome,1273,5,51290,257376,33,0
MONDO:0008492,stiff skin syndrome,84,4,1300,3863,3,0
MONDO:0008493,overhydrated hereditary stomatocytosis,35,0,0,13857,3,0
MONDO:0008494,cryohydrocytosis,26,0,0,23932,1,0
MONDO:0008495,platelet storage pool deficiency,841,3,30660,8924,1,0
MONDO:0008496,storm syndrome,480,13,5458,113624,25,0
MONDO:0008497,Stormorken syndrome,59,0,0,1050,1,0
MONDO:0008498,"strabismus, susceptibility to",180,0,0,565481,49,0
MONDO:0008499,short stature-wormian bones-dextrocardia syndrome,64710,0,0,1052,1,0
MONDO:0008500,"striae distensae, familial",28,0,0,91395,9,0
MONDO:0008501,Sturge-Weber syndrome,2094,6,3567,135357,20,0
MONDO:0008502,"sulfhemoglobinemia, congenital",2,0,0,341120,34,0
MONDO:0008503,Worster-Drought syndrome,29,0,0,3078,1,0
MONDO:0008504,supravalvular aortic stenosis,2991,31,57486,103825,38,0
MONDO:0008505,"surface antigen, glycoprotein 75",34,0,0,34453,9,0
MONDO:0008506,symphalangism of toes,3,1,867,164633,51,0
MONDO:0008507,"surface polypeptides, anonymous",45,0,0,627744,48,0
MONDO:0008508,"symphalangism, C. S. Lewis type",0,0,0,0,0,0
MONDO:0008509,distal symphalangism,300,1,600,164633,51,0
MONDO:0008510,symphalangism with multiple anomalies of hands and feet,1,0,0,89391,16,0
MONDO:0008511,proximal symphalangism,73,0,0,164633,51,0
MONDO:0008512,syndactyly type 1,86,16,1606,105846,25,0
MONDO:0008513,synpolydactyly type 1,37,0,0,4702,1,0
MONDO:0008514,syndactyly type 3,5,2,640,105846,25,0
MONDO:0008515,syndactyly type 4,9,2,675,105846,25,0
MONDO:0008516,syndactyly type 5,5,0,0,105846,25,0
MONDO:0008517,syndactyly-polydactyly-ear lobe syndrome,1,0,0,9034,1,0
MONDO:0008518,calcaneonavicular coalition,111,0,0,29691,3,0
MONDO:0008519,multiple synostoses syndrome 1,38,0,0,29387,9,0
MONDO:0008520,brachydactyly-elbow wrist dysplasia syndrome,6,0,0,2633,4,0
MONDO:0008521,tarsal-carpal coalition syndrome,42,0,0,3936,2,0
MONDO:0008522,"synovial chondromatosis, familial, with dwarfism",1,0,0,10017,6,0
MONDO:0008523,Blau syndrome,399,4,20554,19574,10,0
MONDO:0008524,"syringomas, multiple",10,0,0,30210,5,0
MONDO:0008525,"syringomyelia, isolated",5,0,0,1636191,76,0
MONDO:0008526,talonavicular coalition,31,0,0,131609,43,0
MONDO:0008527,tarsal coalition,602,1,48,13445,3,0
MONDO:0008528,"tear protein, anodal",3,0,0,117678,22,0
MONDO:0008529,"T-cell Subgroups, non-HLA-linked",1,1,120,79731,10,0
MONDO:0008530,"teeth, odd shapes of",2,0,0,136878,63,0
MONDO:0008532,teeth present at birth,926,41,18845,17823,7,0
MONDO:0008533,"teeth, supernumerary",3656,20,2478,166386,25,0
MONDO:0008534,generalized essential telangiectasia,59,0,0,4093,1,0
MONDO:0008535,"telangiectasia, hereditary hemorrhagic, type 1",4727,1,155,91370,24,0
MONDO:0008536,temperature-sensitive lethal mutation,1114,0,0,28438,19,0
MONDO:0008537,telecanthus,462,0,0,51984,7,0
MONDO:0008538,temporal arteritis,10697,34,24373,118380,31,0
MONDO:0008540,extensor tendons of finger anomalies,1,1,30,992,1,0
MONDO:0008541,spermatic cord torsion,3418,3,1207,154040,30,0
MONDO:0008542,tetralogy of fallot,14911,22,22752,201197,38,0
MONDO:0008543,tetralogy of fallot and glaucoma,3,0,0,20806,3,0
MONDO:0008544,tetramelic monodactyly,2,0,0,13227,1,0
MONDO:0008545,"thalassemia, beta+, silent allele",42,0,0,159828,13,0
MONDO:0008546,thanatophoric dysplasia type 1,73,1,3600,25416,10,0
MONDO:0008547,thanatophoric dysplasia type 2,16,2,590,25416,10,0
MONDO:0008551,thoracolaryngopelvic dysplasia,6,0,0,10003,1,0
MONDO:0008552,platelet-type bleeding disorder 16,3,10,37232,216399,85,0
MONDO:0008553,platelet-type bleeding disorder 17,10,4,31084,216399,85,0
MONDO:0008554,thrombocythemia 1,4709,46,31843,54523,22,0
MONDO:0008555,thrombocytopenia 2,294,307,182563,187795,40,0
MONDO:0008556,"thrombocytopenia, cyclic",11,111,48816,187795,40,0
MONDO:0008557,Paris-Trousseau thrombocytopenia,234,4,2231,5621,2,0
MONDO:0008558,autoimmune thrombocytopenic purpura,13078,255,202878,171171,34,0
MONDO:0008559,thrombophilia due to thrombin defect,306,0,0,44229,23,0
MONDO:0008560,thrombophilia due to activated protein C resistance,68,0,0,12887,6,0
MONDO:0008561,thumb deformity,173,20,1597,138765,108,0
MONDO:0008562,thumb deformity-alopecia-pigmentation anomaly syndrome,1,0,0,91395,9,0
MONDO:0008563,thumb stiffness-brachydactyly-intellectual disability syndrome,421,0,0,150972,20,0
MONDO:0008564,DiGeorge syndrome,3794,12,2810,247142,36,0
MONDO:0008565,familial thyroglossal duct cyst,16,0,0,277326,49,0
MONDO:0008566,"thyroid cancer, nonmedullary, 2",9746,0,0,5801,1,0
MONDO:0008567,"thyroid cancer, nonmedullary, 1",11400,0,0,5801,1,0
MONDO:0008568,thyroid hormone plasma membrane transport defect,113,0,0,10003,1,0
MONDO:0008569,"thyroid hormone resistance, generalized, autosomal dominant",60,0,0,98883,28,0
MONDO:0008570,"thyrotoxic periodic paralysis, susceptibility to, 1",28,1,48,21549,15,0
MONDO:0008571,"Blount disease, infantile",271,0,0,23236,9,0
MONDO:0008572,"tibia, hypoplasia or aplasia of, with polydactyly",5701,0,0,1633,3,0
MONDO:0008573,"tibial torsion, bilateral medial",1,0,0,102797,6,0
MONDO:0008575,nicotine dependence,23340,156,76197,49864,17,0
MONDO:0008576,"toe, fifth, number of phalanges 1N",0,0,0,61123,24,0
MONDO:0008577,"toe, misshapen",3,0,0,52492,11,0
MONDO:0008578,"toe, rotated fifth",29,2,78,36160,4,0
MONDO:0008579,"toes, relative length of first and second",21,3,296,173948,12,0
MONDO:0008580,"toes, space between first and second",66,5,392,173948,12,0
MONDO:0008581,malposition of teeth with or without hypodontia/oligodontia,531,0,0,47953,14,0
MONDO:0008582,tooth and nail syndrome,22,2,675,3011,2,0
MONDO:0008583,inherited torticollis,51,3,322,61676,13,0
MONDO:0008584,torus palatinus and torus mandibularis,51,0,0,61872,6,0
MONDO:0008585,HELLP syndrome,3665,31,58839,108826,29,0
MONDO:0008586,esophageal atresia/tracheoesophageal fistula,372,5,276,46417,21,0
MONDO:0008587,tracheobronchopathia osteochondroplastica,279,0,0,3101,5,0
MONDO:0008588,hereditary geniospasm,22,0,0,3037,3,0
MONDO:0008589,"tremor of intention, ataxia, and lipofuscinosis",2,0,0,9318,10,0
MONDO:0008590,"tremor, hereditary essential, 1",38,4,3878,199433,22,0
MONDO:0008591,tremor-nystagmus-duodenal ulcer syndrome,22314,0,0,0,0,0
MONDO:0008592,tricho-dento-osseous syndrome,68,0,0,15078,5,0
MONDO:0008593,trichomegaly,185,0,0,19400,6,0
MONDO:0008594,familial multiple discoid fibromas,6,0,0,91395,9,0
MONDO:0008595,"trichoepitheliomas, multiple desmoplastic",22,0,0,10778,4,0
MONDO:0008596,trichorhinophalangeal syndrome type I,118,0,0,9568,1,0
MONDO:0008598,trichodysplasia-xeroderma syndrome,0,0,0,10003,1,0
MONDO:0008599,trigeminal neuralgia,11741,30,59477,390848,41,0
MONDO:0008600,trigger thumb,1240,21,1394,115287,23,0
MONDO:0008601,"triglyceride storage disease, type 1",230,43,22595,52892,23,0
MONDO:0008602,"triglyceride storage disease, type 2",270,47,40515,52892,23,0
MONDO:0008603,trigonocephaly 1,46,0,0,23847,13,0
MONDO:0008604,triphalangeal thumb with double phalanges,2,0,0,0,0,0
MONDO:0008605,"triphalangeal thumb, Nonopposable",1,0,0,138765,108,0
MONDO:0008606,Say-field-Coldwell syndrome,1738286,0,0,786,1,0
MONDO:0008607,triphalangeal thumbs-brachyectrodactyly syndrome,129,0,0,675,1,0
MONDO:0008608,Down syndrome,49467,275,177656,1259060,95,0
MONDO:0008609,Tristichiasis,0,0,0,0,0,0
MONDO:0008610,blue color blindness,4876,2,1532,523244,85,0
MONDO:0008611,humerus trochlea aplasia,14,0,0,10569,1,0
MONDO:0008612,tuberous sclerosis 1,124,27,87675,142186,34,0
MONDO:0008613,Tuftsin deficiency,40,0,0,11923,14,0
MONDO:0008614,suppressor of tumorigenicity 3,1489,2,130,52474,35,0
MONDO:0008615,tune deafness,121,3,1160,60950,21,0
MONDO:0008617,inflammatory bowel disease 11,18760,77,49521,251351,35,0
MONDO:0008618,"mesomelic dwarfism, Reinhardt-Pfeiffer type",1,0,0,4057,4,0
MONDO:0008619,ulna metaphyseal dysplasia syndrome,1,0,0,46301,7,0
MONDO:0008620,upper limb mesomelic dysplasia,4,0,0,4057,4,0
MONDO:0008621,uncombable hair syndrome,75,0,0,118410,14,0
MONDO:0008622,tricho-retino-dento-digital syndrome,1738286,0,0,10003,1,0
MONDO:0008623,Undritz anomaly,2,0,0,0,0,0
MONDO:0008624,Upington disease,9,0,0,2431,1,0
MONDO:0008626,"ureter, bifid or double",795967,0,0,163029,23,0
MONDO:0008627,ureter cancer,12105,63,1021671,17472,4,0
MONDO:0008628,ureterocele,1836,1,200,12893,10,0
MONDO:0008629,"urolithiasis, uric acid, autosomal dominant",12,0,0,0,0,0
MONDO:0008630,"urinary bladder, atony of",118,4,1080,85561,30,0
MONDO:0008632,"urticaria, aquagenic",1148,2,84,68730,16,0
MONDO:0008633,Muckle-Wells syndrome,1051,2,60,18684,11,0
MONDO:0008634,"urticaria, familial localized heat",6,0,0,115663,12,0
MONDO:0008635,uterine anomalies,1757,175,1344144,35635,11,0
MONDO:0008636,double uterus-hemivagina-renal agenesis syndrome,2331,0,0,3987,3,0
MONDO:0008637,bifid uvula,271,0,0,248902,56,0
MONDO:0008638,varicose disease,8766,71,344602,303517,57,0
MONDO:0008639,vascular helix of umbilical cord,46,0,0,6005,1,0
MONDO:0008640,"vasculitis, lymphocytic, nodular",6,1,240,824590,57,0
MONDO:0008641,retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,52,1,20000,3948,2,0
MONDO:0008642,VACTERL/vater association,14,0,0,52421,15,0
MONDO:0008643,"veins, pattern of, on anterior thorax",0,2,2364,8518,2,0
MONDO:0008644,velocardiofacial syndrome,4148,12,2810,247142,36,0
MONDO:0008645,ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome,3,0,0,875,1,0
MONDO:0008647,hypertrophic cardiomyopathy 1,10986,65,122296,440726,35,0
MONDO:0008648,"ventricular tachycardia, familial",1749,10,996893,205549,27,0
MONDO:0008649,"venular insufficiency, systemic",2,0,0,25849,11,0
MONDO:0008650,posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome,62,0,0,0,0,0
MONDO:0008651,vertebral hypoplasia with lumbar kyphosis,1,0,0,369997,50,0
MONDO:0008652,congenital vertical talus,3848,1,48,21848,7,0
MONDO:0008653,vesicoureteral reflux 1,9408,5,730,22844,19,0
MONDO:0008654,spinocerebellar ataxia 27A,30,0,0,0,0,0
MONDO:0008655,"vestibulocochlear dysfunction, progressive",101,0,0,753,1,0
MONDO:0008659,transcobalamin I deficiency,2,1,30000,8497,9,0
MONDO:0008660,autosomal dominant hypophosphatemic rickets,138,1,35000,45381,9,0
MONDO:0008661,vitiligo,11524,45,29823,1181420,81,0
MONDO:0008662,autosomal dominant vitreoretinochoroidopathy,52,0,0,4841,4,0
MONDO:0008663,snowflake vitreoretinal degeneration,19,0,0,6410,2,0
MONDO:0008665,ptosis-vocal cord paralysis syndrome,2522,0,0,152944,32,0
MONDO:0008666,volvulus of midgut,467,4,2302,99477,22,0
MONDO:0008667,von Hippel-Lindau disease,5153,20,24602,135027,26,0
MONDO:0008668,von Willebrand disease 1,7352,46,39192,118535,30,0
MONDO:0008669,"vulvovaginitis, allergic seminal",9,0,0,877162,122,0
MONDO:0008670,Waardenburg syndrome type 1,1374,2,30238,307141,24,0
MONDO:0008671,Waardenburg syndrome type 2A,18,2,30238,307141,24,0
MONDO:0008672,Watson syndrome,14406,8,1902,14801,5,0
MONDO:0008673,"acrofacial dysostosis, Weyers type",28,0,0,23458,5,0
MONDO:0008675,Freeman-Sheldon syndrome,193,1,10,23878,7,0
MONDO:0008676,white sponge nevus 1,37,0,0,8187,5,0
MONDO:0008678,Williams syndrome,10201,49,548543,758720,46,0
MONDO:0008679,Wilms tumor 1,15044,34,69490,62947,34,0
MONDO:0008680,Wilms tumor 2,5339,30,65970,62947,34,0
MONDO:0008681,WAGR syndrome,279,3,20391,18262,15,0
MONDO:0008682,Denys-Drash syndrome,356,2,55000,12205,10,0
MONDO:0008683,Wilms tumor 3,19,25,65351,62947,34,0
MONDO:0008684,Wolf-Hirschhorn syndrome,634,1,20000,125845,18,0
MONDO:0008685,Wolff-Parkinson-White syndrome,6761,2,130,180061,32,0
MONDO:0008686,isolated familial wooly hair disorder,11,0,0,91395,9,0
MONDO:0008687,Woronets trait,1,0,0,0,0,0
