mondo_id,label,pubmed_total_count,ct_active_trials,ct_total_enrollment_target,wiki_annual_pv,wiki_lang_count,google_result_count
MONDO:0000001,disease,9415040,1000,5055908,448871,173,0
MONDO:0000004,adrenocortical insufficiency,1883,64,88675,132409,26,0
MONDO:0000005,"alopecia, isolated",893,4,1375,7390,3,0
MONDO:0000009,"inherited bleeding disorder, platelet-type",27,27,112012,34922,3,0
MONDO:0000014,"colorblindness, partial",61,0,0,523244,85,0
MONDO:0000015,classic complement early component deficiency,115,0,0,159901,49,0
MONDO:0000022,nocturnal enuresis,3477,37,4802,124981,47,0
MONDO:0000023,infantile liver failure,487,3,20450,54710,12,0
MONDO:0000030,familial sleep-related hypermotor epilepsy,221,0,0,0,0,0
MONDO:0000032,"febrile seizures, familial",1359,5,656,0,0,0
MONDO:0000044,hereditary hypophosphatemic rickets,1571,10,67735,0,0,0
MONDO:0000045,"hypothyroidism, congenital, nongoitrous",75,0,0,0,0,0
MONDO:0000050,isolated congenital growth hormone deficiency,278,2,470,0,0,0
MONDO:0000060,microcephalic osteodysplastic primordial dwarfism,184,2,245,0,0,0
MONDO:0000062,isolated microphthalmia,517,1,300,0,0,0
MONDO:0000065,"microvascular complications of diabetes, susceptibility",453,2,3314,0,0,0
MONDO:0000066,mitochondrial respiratory chain complex deficiency,4144,1,1000,0,0,0
MONDO:0000070,"Mycobacterium tuberculosis, susceptibility",10696,25,15651,255658,50,0
MONDO:0000078,acrocephalopolysyndactyly,46,4,773,8177,6,0
MONDO:0000079,"nephrolithiasis/osteoporosis, hypophosphatemic",4,1,35000,6410,2,0
MONDO:0000082,pelvic organ prolapse,18256,104,80518,114111,19,0
MONDO:0000087,polymicrogyria,1471,3,3797,34568,8,0
MONDO:0000088,precocious puberty,7774,15,30012,324022,22,0
MONDO:0000090,progressive external ophthalmoplegia with mitochondrial DNA deletions,691,0,0,15815,7,0
MONDO:0000104,"anemia, hypochromic microcytic with iron overload",12,0,0,68001,14,0
MONDO:0000105,"anemia, nonspherocytic hemolytic",1187,0,0,6807,2,0
MONDO:0000107,auriculocondylar syndrome,57,0,0,2637,7,0
MONDO:0000108,"bacteremia, susceptibility",7621,18,17123,72871,32,0
MONDO:0000110,bifid nose,83,12,14480,40747,1,0
MONDO:0000111,"camptodactyly syndrome, Guadalajara",9,0,0,11200,1,0
MONDO:0000114,cerebelloparenchymal disorder,8536277,0,0,1669,1,0
MONDO:0000115,Chiari malformation,6283,7,5665,191217,32,0
MONDO:0000118,reticulate pigment disorder,378,0,0,0,0,0
MONDO:0000119,"congenital heart defects, multiple types",486,42,245524,0,0,0
MONDO:0000127,geleophysic dysplasia,107,0,0,0,0,0
MONDO:0000128,giant axonal neuropathy,321,1,4,0,0,0
MONDO:0000129,glutaric aciduria,1196,3,30036,0,0,0
MONDO:0000133,immunodeficiency-centromeric instability-facial anomalies syndrome,66,0,0,0,0,0
MONDO:0000136,keratosis follicularis spinulosa decalvans,85,0,0,0,0,0
MONDO:0000137,"leukoencephalopathy, megalencephalic",256,1,12000,0,0,0
MONDO:0000138,metaphyseal chondrodysplasia,357,2,20012,0,0,0
MONDO:0000141,mosaic variegated aneuploidy syndrome,87,0,0,0,0,0
MONDO:0000144,"pregnancy loss, recurrent, susceptibility",411,3,458,0,0,0
MONDO:0000147,polyposis,22891,53,1039113,239441,38,0
MONDO:0000148,"pulmonary fibrosis and/or bone marrow failure, telomere-related",71318,2,76,13342,5,0
MONDO:0000151,symphalangism,6558,7,1802,164633,51,0
MONDO:0000152,thiamine-responsive dysfunction syndrome,25,0,0,138316,39,0
MONDO:0000153,transposition of the great arteries,11354,15,13660,30405,20,0
MONDO:0000155,triglyceride storage disease,1451,69,53816,52892,23,0
MONDO:0000156,trigonocephaly,8352,1,440,23847,13,0
MONDO:0000158,developmental dysplasia of the hip,11115,28,16477,145078,29,0
MONDO:0000159,bone marrow failure syndrome,24156,184,211591,17926,7,0
MONDO:0000160,"epilepsy, familial adult myoclonic",2509,1,225,22728,3,0
MONDO:0000162,"autoimmune thyroid disease, susceptibility to",1855,5,2620,637159,49,0
MONDO:0000166,"encephalopathy, acute, infection-induced",93,5,1270,24589,1,0
MONDO:0000167,Huntington disease and related disorders,7167,75,137120,1592838,65,0
MONDO:0000170,"microphthalmia, isolated, with coloboma",73,0,0,48611,18,0
MONDO:0000171,"muscular dystrophy-dystroglycanopathy, type A",23,2,4190,39575,13,0
MONDO:0000172,"muscular dystrophy-dystroglycanopathy, type B",1,1,4000,39575,13,0
MONDO:0000173,"muscular dystrophy-dystroglycanopathy, type C",11,0,0,39575,13,0
MONDO:0000179,Neu-Laxova syndrome,95,0,0,0,0,0
MONDO:0000181,microcephaly and chorioretinopathy,67,0,0,0,0,0
MONDO:0000182,congenital myasthenic syndrome with tubular aggregates,35,0,0,0,0,0
MONDO:0000188,GLUT1 deficiency syndrome,375,3,30060,0,0,0
MONDO:0000190,ventricular fibrillation,51638,337,2344154,0,0,0
MONDO:0000192,polyglucosan body myopathy,64,1,200,0,0,0
MONDO:0000193,cortisone reductase deficiency,39,0,0,0,0,0
MONDO:0000200,Zimmermann-Laband syndrome,72,0,0,0,0,0
MONDO:0000208,"microcephaly, short stature, and impaired glucose metabolism 1",3,0,0,4392,1,0
MONDO:0000209,prenatal-onset spinal muscular atrophy with congenital bone fractures,2,0,0,203615,39,0
MONDO:0000210,thiopurine metabolic disease,156,1,46,1400910,71,0
MONDO:0000211,"striatal degeneration, autosomal dominant",4,0,0,175166,28,0
MONDO:0000212,"hypercalcemia, infantile",42,2,90,758720,46,0
MONDO:0000213,"autoimmune disease, multisystem, infantile-onset",11,1,5000,565481,49,0
MONDO:0000214,hypermanganesemia with dystonia,49,0,0,937,4,0
MONDO:0000222,seminal vesicle acute gonorrhea,3,0,0,132871,35,0
MONDO:0000224,acquired carbohydrate metabolism disease,564,17,21971,80707,28,0
MONDO:0000225,human monocytic ehrlichiosis,393,0,0,8438,9,0
MONDO:0000226,mineral metabolism disease,43823,308,526370,6281,2,0
MONDO:0000227,African tick-bite fever,3095,0,0,31830,15,0
MONDO:0000229,Indian tick typhus,55,0,0,11919,14,0
MONDO:0000230,Israeli tick typhus,18,0,0,7939,9,0
MONDO:0000231,Far eastern spotted fever,2966,0,0,1391,1,0
MONDO:0000232,Flinders island spotted fever,2971,0,0,4458,1,0
MONDO:0000233,Japanese spotted fever,3103,0,0,662810,82,0
MONDO:0000234,Rickettsia parkeri spotted fever,219,0,0,119975,22,0
MONDO:0000236,oropharyngeal anthrax,19,0,0,352517,9,0
MONDO:0000239,adiaspiromycosis,162,0,0,0,0,0
MONDO:0000240,invasive aspergillosis,10475,24,4519,0,0,0
MONDO:0000241,Keshan disease,294,1,4326,0,0,0
MONDO:0000242,tinea barbae,126,0,0,0,0,0
MONDO:0000243,ectothrix infectious disease,1,0,0,58578,19,0
MONDO:0000244,endothrix infectious disease,2,0,0,55650,25,0
MONDO:0000245,tinea imbricata,108,0,0,7367,2,0
MONDO:0000248,dengue shock syndrome,6968,9,1794,685735,101,0
MONDO:0000249,secretory diarrhea,2078,18,5245,593798,125,0
MONDO:0000250,osmotic diarrheal disease,46,1,100,593798,125,0
MONDO:0000251,diarrheal disease secondary to altered bowel motility,1,0,0,593798,125,0
MONDO:0000252,inflammatory diarrhea,11572,125,104135,456405,98,0
MONDO:0000253,piedra,3518,2,3500,7294,4,0
MONDO:0000254,cutaneous mycosis,36222,59,154470,124119,15,0
MONDO:0000255,subcutaneous mycosis,2660,21,6255,165983,48,0
MONDO:0000256,systemic mycosis,12967,140,176477,165983,48,0
MONDO:0000257,acute diarrhea,23380,147,138639,554573,95,0
MONDO:0000259,asymptomatic dengue,746,2,205,685735,101,0
MONDO:0000261,adenoiditis,16482,0,0,0,0,0
MONDO:0000262,otomycosis,442,1,200,0,0,0
MONDO:0000263,laryngotracheitis,1085,4,5775,0,0,0
MONDO:0000265,aspiration pneumonia,14373,127,247000,0,0,0
MONDO:0000266,pulmonary aspergilloma,1593,2,420,0,0,0
MONDO:0000270,lower respiratory tract disorder,31853,746,1909744,0,0,0
MONDO:0000271,tuberculous salpingitis,254,0,0,0,0,0
MONDO:0000273,Kunjin virus infectous disease,0,0,0,0,0,0
MONDO:0000276,Powassan encephalitis,7023,0,0,0,0,0
MONDO:0000282,Whitewater Arroyo hemorrhagic fever,6,0,0,0,0,0
MONDO:0000283,"Hantavirus hemorrhagic fever with renal syndrome, Seoul virus type",25,0,0,0,0,0
MONDO:0000284,"Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type",72,0,0,0,0,0
MONDO:0000286,Epstein-Barr virus hepatitis,2343,8,13005,0,0,0
MONDO:0000288,polycystic echinococcosis,148,0,0,0,0,0
MONDO:0000290,primary amebic meningoencephalitis,7677,0,0,79626,23,0
MONDO:0000291,granulomatous amebic encephalitis,532,0,0,37571,7,0
MONDO:0000292,philophthalmiasis,2,0,0,4990,1,0
MONDO:0000293,coenurosis,8282,1,500,9475,14,0
MONDO:0000294,mesocestoidiasis,1,0,0,0,0,0
MONDO:0000295,acanthocephaliasis,20,0,0,3512,1,0
MONDO:0000297,baylisascariasis,42,0,0,33190,9,0
MONDO:0000298,dioctophymiasis,8086,0,0,19400,12,0
MONDO:0000299,thelaziasis,103,0,0,10220,9,0
MONDO:0000301,ophthalmomyiasis,338,0,0,310524,31,0
MONDO:0000302,basidiobolomycosis,289,0,0,5529,2,0
MONDO:0000303,conidiobolomycosis,174,0,0,3605,1,0
MONDO:0000304,penicilliosis,321,0,0,7717,6,0
MONDO:0000306,trichosporonosis,422,0,0,3027,4,0
MONDO:0000307,parasitic Ichthyosporea infectious disease,18,0,0,0,0,0
MONDO:0000308,primary systemic mycosis,1109,65,99727,124119,15,0
MONDO:0000309,aniseikonia,582,0,0,0,0,0
MONDO:0000310,Alkhurma hemorrhagic fever,62,0,0,0,0,0
MONDO:0000313,hypophosphatemia,8410,17,68675,0,0,0
MONDO:0000314,primary bacterial infectious disease,61107,489,1685134,0,0,0
MONDO:0000315,commensal bacterial infectious disease,7713,11,2525,0,0,0
MONDO:0000316,opportunistic bacterial infectious disease,23928,22,37245,0,0,0
MONDO:0000320,glandular tularemia,112,0,0,0,0,0
MONDO:0000321,typhoidal tularemia,97,0,0,0,0,0
MONDO:0000327,Buruli ulcer disease,1428,2,280,0,0,0
MONDO:0000328,hyperphosphatemia,5746,9,9454,0,0,0
MONDO:0000330,endemic typhus,1544,26,17694,29595,11,0
MONDO:0000331,Rickettsia helvetica spotted fever,98,0,0,100184,39,0
MONDO:0000332,sennetsu fever,5,0,0,60267,16,0
MONDO:0000333,early congenital syphilis,636,2,7440,111324,19,0
MONDO:0000334,multinodular goiter,3396,4,3748,274119,77,0
MONDO:0000335,parenchymatous neurosyphilis,34,0,0,11994,3,0
MONDO:0000336,meningovascular neurosyphilis,185,0,0,320334,19,0
MONDO:0000337,exanthema subitum,575,0,0,106461,41,0
MONDO:0000338,variola major infectious disease,1726,2,244,1220664,137,0
MONDO:0000339,spinal polio,1128,12,9150,797442,119,0
MONDO:0000340,bulbospinal polio,24,0,0,797442,119,0
MONDO:0000341,paralytic poliomyelitis,1596,0,0,797442,119,0
MONDO:0000342,O'nyong'nyong fever,103,0,0,15322,10,0
MONDO:0000343,Barmah forest virus disease,6247,0,0,9850,4,0
MONDO:0000344,Ross river fever,442,1,910,13269,7,0
MONDO:0000345,Oropouche fever,11267,2,10030,38526,15,0
MONDO:0000346,"Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type",187,0,0,0,0,0
MONDO:0000351,disorder of methionine catabolism,10497,2,130,0,0,0
MONDO:0000355,Ullrich congenital muscular dystrophy,232,2,4380,0,0,0
MONDO:0000358,orofacial cleft,2827,5,754,0,0,0
MONDO:0000359,spondylocostal dysostosis,327,2,118,0,0,0
MONDO:0000363,gummatous syphilis,121,0,0,0,0,0
MONDO:0000365,primary congenital glaucoma,1442,7,32146,0,0,0
MONDO:0000367,taeniasis,8778,1,500,0,0,0
MONDO:0000368,extrapulmonary tuberculosis,50740,16,41595,0,0,0
MONDO:0000369,abdominal tuberculosis,5741,8,1240,0,0,0
MONDO:0000371,oral cavity carcinoma in situ,1570,16,12794,15506,3,0
MONDO:0000372,pharynx carcinoma in situ,166,1,120,13175,2,0
MONDO:0000373,gall bladder carcinoma in situ,429,0,0,45679,12,0
MONDO:0000374,bile duct carcinoma in situ,729,0,0,298954,34,0
MONDO:0000375,bronchus carcinoma in situ,1819,1,2000,142865,20,0
MONDO:0000376,respiratory system cancer,123461,1000,1280107,109317,33,0
MONDO:0000377,malignant Leydig cell tumor,3605,2,3714,46999,31,0
MONDO:0000378,malignant Sertoli cell tumor,2476,2,3714,11239,11,0
MONDO:0000379,malignant Sertoli-Leydig cell tumor,3830,2,3714,46999,31,0
MONDO:0000380,paranasal sinus carcinoma,11601,31,1031804,97239,40,0
MONDO:0000381,infiltrating renal pelvis transitional cell carcinoma,89,1,50,37059,16,0
MONDO:0000382,respiratory system benign neoplasm,102290,71,1124030,13175,2,0
MONDO:0000383,benign reproductive system neoplasm,8860,7,16440,340823,43,0
MONDO:0000384,bladder benign neoplasm,95878,36,33818,13175,2,0
MONDO:0000385,benign digestive system neoplasm,24700,98,1543760,71423,12,0
MONDO:0000386,"digestive system neuroendocrine tumor, grade 1/2",18,51,11720,0,0,0
MONDO:0000387,hypochromic microcytic anemia,455,1,80,68001,14,0
MONDO:0000389,atelosteogenesis,91,0,0,0,0,0
MONDO:0000390,vitelliform macular dystrophy,752,10,22872,0,0,0
MONDO:0000393,partial fetal alcohol syndrome,5798,1,20000,0,0,0
MONDO:0000395,alcohol-related birth defect,5811,67,48571,0,0,0
MONDO:0000396,spastic cerebral palsy,40588,151,728210,0,0,0
MONDO:0000397,ataxic cerebral palsy,50,8,709389,0,0,0
MONDO:0000400,mixed cerebral palsy,40588,17,710848,0,0,0
MONDO:0000402,small cell carcinoma,155376,1000,468170,142865,20,0
MONDO:0000405,anal canal cancer,509,29,1026113,0,0,0
MONDO:0000407,malignant pleural solitary fibrous tumor,730,1,30,7237,3,0
MONDO:0000408,fetal alcohol spectrum disorder,6146,17,22655,362686,41,0
MONDO:0000409,chorioamnionitis,7069,48,40428,34359,21,0
MONDO:0000410,funisitis,7028,2,194,5168,4,0
MONDO:0000415,adolescence-adult electroclinical syndrome,0,0,0,0,0,0
MONDO:0000421,inborn serine deficiency,197,2,9006,250579,56,0
MONDO:0000425,X-linked disease,26212,448,879714,57424,25,0
MONDO:0000426,autosomal dominant disease,38876,136,125631,153266,16,0
MONDO:0000428,Y-linked disease,238,60,58827,57424,25,0
MONDO:0000429,autosomal genetic disease,69935,152,389520,201531,57,0
MONDO:0000430,mature T-cell and NK-cell non-Hodgkin lymphoma,2780,92,16054,22130,6,0
MONDO:0000432,lymphoplasmacytic lymphoma,7979,53,40107,86307,19,0
MONDO:0000437,cerebellar ataxia,22539,153,153259,96449,8,0
MONDO:0000440,metabolic acidosis,63158,147,343957,119748,26,0
MONDO:0000446,midface dysplasia,264,0,0,120987,16,0
MONDO:0000447,autosomal dominant polycystic liver disease,338,10,38940,0,0,0
MONDO:0000448,paraganglioma,28457,46,113376,0,0,0
MONDO:0000450,secondary progressive multiple sclerosis,7926,53,21879,0,0,0
MONDO:0000451,primary progressive multiple sclerosis,7540,70,44041,0,0,0
MONDO:0000452,progressive relapsing multiple sclerosis,8914,49,21052,0,0,0
MONDO:0000453,short QT syndrome,570,14,993868,0,0,0
MONDO:0000455,cone dystrophy,6573,35,29419,0,0,0
MONDO:0000456,cerebral creatine deficiency syndrome,209,2,30088,0,0,0
MONDO:0000457,classical glioblastoma,964,27,2994,0,0,0
MONDO:0000458,proneural glioblastoma,539,0,0,0,0,0
MONDO:0000459,mesenchymal glioblastoma,2516,5,126,0,0,0
MONDO:0000460,neural glioblastoma,2525,3,271,0,0,0
MONDO:0000461,nutritional biotin deficiency,157,2,30180,30454,2,0
MONDO:0000462,eye adnexa disorder,491,6,102020,41007,29,0
MONDO:0000463,Ochoa syndrome,80,7,3115,3378,4,0
MONDO:0000465,atrioventricular block,18493,109,161476,120412,21,0
MONDO:0000466,first-degree atrioventricular block,1069,36,17681,96919,9,0
MONDO:0000467,second-degree atrioventricular block,1177,38,38825,102173,10,0
MONDO:0000468,third-degree atrioventricular block,1138,49,44233,46611,9,0
MONDO:0000469,sinoatrial node disorder,1615,27,24493,40469,30,0
MONDO:0000470,endocardium disorder,2906,55,15496,200004,41,0
MONDO:0000471,tricuspid valve disorder,9438,124,95044,71896,33,0
MONDO:0000473,arterial disorder,524817,1000,7132626,161787,35,0
MONDO:0000474,pericardium disorder,7129,31,15840,156884,16,0
MONDO:0000476,generalized dystonia,5075,44,48283,320853,34,0
MONDO:0000477,focal dystonia,8145,29,5332,78714,11,0
MONDO:0000478,multifocal dystonia,179,1,100,14940,3,0
MONDO:0000479,segmental dystonia,808,2,160,320853,34,0
MONDO:0000480,anismus,214,0,0,0,0,0
MONDO:0000481,cervical dystonia,6987,39,5524,0,0,0
MONDO:0000482,focal hand dystonia,484,11,1188,78714,11,0
MONDO:0000483,oculogyric crisis,241,0,0,0,0,0
MONDO:0000485,spasmodic dystonia,1271,22,4955,0,0,0
MONDO:0000486,craniofacial dystonia,124,7,5211,0,0,0
MONDO:0000487,hemidystonia,256,0,0,0,0,0
MONDO:0000488,periampullary adenoma,224,1,90,0,0,0
MONDO:0000489,diabetic encephalopathy,566,5,20650,0,0,0
MONDO:0000490,glomerulosclerosis,15003,42,48864,9633,3,0
MONDO:0000491,limb ischemia,36830,411,699533,48096,11,0
MONDO:0000492,chronic venous insufficiency,7175,88,77259,447030,23,0
MONDO:0000494,renal fibrosis,35200,185,189133,170288,38,0
MONDO:0000495,oppositional defiant disorder,2962,43,8681,354398,27,0
MONDO:0000496,hemorrhagic cystitis,2233,18,4247,19737,3,0
MONDO:0000497,pyometritis,18,0,0,73386,16,0
MONDO:0000498,arteritic anterior ischemic optic neuropathy,883,3,800,26191,11,0
MONDO:0000499,non-arteritic anterior ischemic optic neuropathy,703,3,800,26191,11,0
MONDO:0000500,tongue squamous cell carcinoma,9711,27,7032,263810,33,0
MONDO:0000502,villous adenoma,2692,10,21622,27852,5,0
MONDO:0000503,lung adenocarcinoma in situ,2496,10,35930,58968,12,0
MONDO:0000507,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,231,2,20050,749498,27,0
MONDO:0000508,syndromic intellectual disability,68699,7,130322,604977,68,0
MONDO:0000509,non-syndromic intellectual disability,448,6,30322,604977,68,0
MONDO:0000510,synucleinopathy,102621,735,2151919,29816,7,0
MONDO:0000513,bone ameloblastoma,1876,1,10,46423,14,0
MONDO:0000514,bone squamous cell carcinoma,8202,31,5530,0,0,0
MONDO:0000515,bone chondrosarcoma,6990,15,3687,0,0,0
MONDO:0000516,phalanx chondroma,148,0,0,0,0,0
MONDO:0000517,brain stem medulloblastoma,1702,14,2783,0,0,0
MONDO:0000518,sacrum chordoma,847,2,140,0,0,0
MONDO:0000519,corpus callosum oligodendroglioma,58,0,0,0,0,0
MONDO:0000520,parietal lobe ependymal tumor,8,1,200,0,0,0
MONDO:0000521,salivary gland carcinoma,13102,49,1035001,40553,17,0
MONDO:0000524,mixed extragonadal germ cell cancer,106,2,1805,66904,19,0
MONDO:0000525,cecum villous adenoma,102,1,1090,37323,3,0
MONDO:0000527,colon adenoma,18274,141,1562510,79107,48,0
MONDO:0000530,rectum adenoma,3624,20,95276,27852,5,0
MONDO:0000531,bronchus mucoepidermoid carcinoma,232,0,0,142865,20,0
MONDO:0000532,lung combined type small cell adenocarcinoma,953,98,89689,119772,15,0
MONDO:0000534,trachea mucoepidermoid carcinoma,108,0,0,249880,12,0
MONDO:0000536,pharyngeal squamous cell carcinoma,5151,99,20376,172873,30,0
MONDO:0000539,striated muscle rhabdoid tumor,38,0,0,0,0,0
MONDO:0000540,small intestinal neuroendocrine tumor G1,142,1,1600,210342,23,0
MONDO:0000541,jejunal adenocarcinoma,2332,5,934,47544,9,0
MONDO:0000543,ovarian melanoma,3563,67,1107330,176499,98,0
MONDO:0000544,mucosal melanoma,3399,26,22239,11172,4,0
MONDO:0000545,sublingual gland adenoid cystic carcinoma,134,0,0,40553,17,0
MONDO:0000548,ovarian clear cell cancer,5641,41,8643,0,0,0
MONDO:0000549,cervical neuroblastoma,1635,10,20342,0,0,0
MONDO:0000550,extra-adrenal sympathetic paraganglioma,25418,1,100,0,0,0
MONDO:0000551,retroperitoneal neuroblastoma,792,0,0,0,0,0
MONDO:0000552,breast lobular carcinoma,10883,75,196957,0,0,0
MONDO:0000553,uterine corpus endometrial carcinoma,1431,14,4572,0,0,0
MONDO:0000554,endocervical adenocarcinoma,3403,15,6508,0,0,0
MONDO:0000563,GRID2-related autosomal dominant spinocerebellar ataxia,1,1,20000,0,0,0
MONDO:0000565,infective endocarditis,50239,46,41956,0,0,0
MONDO:0000568,autoimmune disorder of central nervous system,47772,452,855707,0,0,0
MONDO:0000569,autoimmune disorder of endocrine system,21871,500,3317942,0,0,0
MONDO:0000572,recombinase activating gene 1 deficiency,580,0,0,0,0,0
MONDO:0000573,recombinase activating gene 2 deficiency,502,0,0,0,0,0
MONDO:0000577,congenital anemia,10161,298,1959208,11335,6,0
MONDO:0000583,immunoglobulin beta deficiency,2828,11,65210,282350,84,0
MONDO:0000586,autoimmune disorder of exocrine system,333,8,36282,581893,57,0
MONDO:0000587,"autoimmune disease of ear, nose and throat",291,4,217,179846,34,0
MONDO:0000588,autoimmune disorder of gastrointestinal tract,11580,151,246918,501300,65,0
MONDO:0000589,autoimmune disorder of musculoskeletal system,42238,508,737907,116513,3,0
MONDO:0000590,autoimmune disorder of peripheral nervous system,17568,186,386720,774569,36,0
MONDO:0000591,intrinsic cardiomyopathy,983,32,58734,333503,44,0
MONDO:0000592,specific developmental disorder,17542,1000,1102689,12806,11,0
MONDO:0000594,pervasive developmental disorder,58165,503,6697191,74408,26,0
MONDO:0000595,sexual disorder,116618,1000,9326457,146085,37,0
MONDO:0000596,paraphilic disorder,5963,7,1074,5121,1,0
MONDO:0000597,Munchausen by proxy,835,0,0,331728,29,0
MONDO:0000598,aphasia,23457,155,91610,780603,66,0
MONDO:0000599,writing disorder,55926,325,126592,266320,38,0
MONDO:0000600,nosophobia,40,9,4298,24462,25,0
MONDO:0000602,autoimmune disorder of blood,230509,1000,1068380,501300,65,0
MONDO:0000603,autoimmune disorder of cardiovascular system,20853,344,1710927,0,0,0
MONDO:0000605,hypersensitivity reaction disease,198568,1000,860176,0,0,0
MONDO:0000607,primary cutaneous T-cell non-Hodgkin lymphoma,15610,39,26409,0,0,0
MONDO:0000608,familial juvenile hyperuricemic nephropathy,126,1,35000,0,0,0
MONDO:0000610,marantic endocarditis,376,0,0,0,0,0
MONDO:0000611,pre-malignant neoplasm,1963,1000,2111269,0,0,0
MONDO:0000612,lymphatic system cancer,107541,1000,527542,0,0,0
MONDO:0000615,progesterone-receptor positive breast cancer,11704,32,12336,94699,15,0
MONDO:0000616,progesterone-receptor negative breast cancer,11051,471,139983,94699,15,0
MONDO:0000618,Her2-receptor negative breast cancer,238,248,108853,94699,15,0
MONDO:0000620,breast benign neoplasm,460429,69,139468,12823,12,0
MONDO:0000621,immune system cancer,417383,1000,431074,73508,24,0
MONDO:0000624,benign female reproductive system neoplasm,15288,7,16620,481275,119,0
MONDO:0000625,benign male reproductive system neoplasm,12310,1,230,64578,15,0
MONDO:0000626,vestibular gland benign neoplasm,105,1,40,140364,36,0
MONDO:0000627,benign endocrine neoplasm,27398,102,1566739,140364,36,0
MONDO:0000628,central nervous system organ benign neoplasm,4624,4,50911,275253,70,0
MONDO:0000629,cardiovascular organ benign neoplasm,6216,1,750,63817,23,0
MONDO:0000630,immune system organ benign neoplasm,14118,2,8140,13175,2,0
MONDO:0000631,bone benign neoplasm,299002,30,60911,140364,36,0
MONDO:0000632,uterine benign neoplasm,164095,35,218979,140364,36,0
MONDO:0000633,sensory organ benign neoplasm,772,0,0,147024,38,0
MONDO:0000634,thoracic benign neoplasm,118910,67,113039,818743,67,0
MONDO:0000636,musculoskeletal system benign neoplasm,130137,11,1063332,13175,2,0
MONDO:0000637,musculoskeletal system cancer,145719,604,1823684,19475,1,0
MONDO:0000639,cartilage cancer,12182,29,64068,15955,5,0
MONDO:0000640,central nervous system primitive neuroectodermal neoplasm,6009,39,23305,0,0,0
MONDO:0000643,vulvar benign neoplasm,13219,1,5000,0,0,0
MONDO:0000644,cervical benign neoplasm,297893,69,211059,0,0,0
MONDO:0000645,fallopian tube benign neoplasm,6923,5,15420,0,0,0
MONDO:0000646,ovarian benign neoplasm,140595,34,51747,0,0,0
MONDO:0000647,benign vaginal neoplasm,1657,11,8289,0,0,0
MONDO:0000648,nervous system benign neoplasm,174525,35,128959,275253,70,0
MONDO:0000649,sensory system cancer,42364,153,1237587,74841,45,0
MONDO:0000650,peritoneal benign neoplasm,50885,8,6160,71423,12,0
MONDO:0000652,integumentary system benign neoplasm,37257,3,1002050,105431,41,0
MONDO:0000653,integumentary system cancer,45193,18,1016316,144234,74,0
MONDO:0000654,benign connective and soft tissue neoplasm,30778,30,40078,140364,36,0
MONDO:0000659,delta-heavy chain disease,14,27,39266,5723,6,0
MONDO:0000660,akinetopsia,40,0,0,42719,19,0
MONDO:0000661,alexithymia,33974,52,409425,942509,39,0
MONDO:0000662,amusia,426,3,1160,60950,21,0
MONDO:0000663,anosognosia,4822,5,210,128745,27,0
MONDO:0000664,apperceptive agnosia,99,0,0,9092,3,0
MONDO:0000665,apraxia,6390,41,27527,146118,36,0
MONDO:0000666,associative visual agnosia,177,0,0,100094,46,0
MONDO:0000667,auditory agnosia,4221,7,1154,13178,5,0
MONDO:0000668,autotopagnosia,4236,0,0,0,0,0
MONDO:0000669,color agnosia,241,3,554,100094,46,0
MONDO:0000670,cortical deafness,8008,58,42580,0,0,0
MONDO:0000671,finger agnosia,4221,8,701,0,0,0
MONDO:0000672,form agnosia,422,48,8667,100094,46,0
MONDO:0000673,integrative agnosia,235,2,175,0,0,0
MONDO:0000674,mirror agnosia,68,1,30,100094,46,0
MONDO:0000675,pain agnosia,4221,1000,247928,0,0,0
MONDO:0000676,phonagnosia,35,0,0,0,0,0
MONDO:0000677,semantic agnosia,285,0,0,100094,46,0
MONDO:0000678,simultanagnosia,205,1,600,13818,9,0
MONDO:0000679,social emotional agnosia,55,12,1689,21946,2,0
MONDO:0000680,astereognosia,4235,1,30,14829,8,0
MONDO:0000681,tactile agnosia,4221,10,684,14829,8,0
MONDO:0000682,time agnosia,4221,218,36739,100094,46,0
MONDO:0000683,topographical agnosia,4221,0,0,100094,46,0
MONDO:0000684,verbal auditory agnosia,379,2,160,13856,3,0
MONDO:0000685,visual agnosia,4221,125,12993,72075,14,0
MONDO:0000686,alexia without agraphia,635,0,0,17130,4,0
MONDO:0000687,diffuse alopecia areata,647,3,21400,463669,44,0
MONDO:0000688,inborn organic aciduria,720,5,296,10138,8,0
MONDO:0000690,body dysmorphic disorder,2748,17,2219,562043,46,0
MONDO:0000693,bipolar II disorder,68169,70,21533,469444,15,0
MONDO:0000694,seasonal affective disorder,1980,7,1673,429924,38,0
MONDO:0000698,gamma-amino butyric acid metabolism disorder,175,1,60,252527,54,0
MONDO:0000700,familial hemiplegic migraine,8272,0,0,15869,8,0
MONDO:0000701,ischemic colitis,3005,8,5066,0,0,0
MONDO:0000702,microscopic colitis,2901,11,6595,0,0,0
MONDO:0000703,collagenous colitis,1327,1,10,0,0,0
MONDO:0000704,lymphocytic colitis,1096,6,1118,0,0,0
MONDO:0000705,Clostridium difficile colitis,3781,22,29999,0,0,0
MONDO:0000706,chemical colitis,16974,41,12737,0,0,0
